Column,Spearman Correlation,Spearman p-value,Pearson Correlation,Pearson p-value
cg11649846,0.077419545,0.011453422,0.066778913,0.029243794
cg11653864,0.090007031,0.003269199,0.066407285,0.03015681
cg11661234,0.102657056,0.00078891,0.101949651,0.000857901
cg11677722,0.088208022,0.003949062,0.066678938,0.029487046
cg11688469,0.150533015,7.92E-07,0.129949574,2.08E-05
cg11695684,0.062856079,0.040184172,0.089217941,0.003553094
cg11706163,0.091715403,0.002723985,0.102389238,0.000814401
cg11719452,-0.122533989,6.04E-05,-0.084527495,0.005753668
cg11720778,0.084191329,0.005950851,0.069818125,0.02262872
cg11722639,-0.092506161,0.002512653,0.09148833,0.002804202
cg11744351,0.109689256,0.000333293,0.082604423,0.006966227
cg11784281,0.111966978,0.000249359,0.099301927,0.001168759
cg11787828,0.062761063,0.04048726,0.082814773,0.006823252
cg11792664,0.116449405,0.000138662,0.087762435,0.004136163
cg11795262,0.075672475,0.013461318,0.079112521,0.009765698
cg11800672,0.145971688,1.70E-06,0.095801333,0.001739658
cg11802013,0.076456227,0.012525025,0.079433378,0.00947203
cg11806565,0.071678017,0.019256501,0.080591707,0.008476219
cg11812218,-0.118939785,9.92E-05,-0.108231385,0.000400165
cg11822964,0.066320313,0.030373982,0.097940947,0.001366255
cg11826116,0.120457985,8.06E-05,0.076010681,0.013049966
cg11827101,0.075118272,0.014160148,0.078513986,0.010335241
cg11844110,-0.128740495,2.49E-05,-0.077844767,0.011006834
cg11856697,0.093540237,0.002234312,0.060323115,0.048951774
cg11871280,0.10360757,0.000704289,0.086078601,0.004917933
cg11876012,0.099010784,0.001208648,-0.072042126,0.018650289
cg11884243,0.070354837,0.02160661,0.062711599,0.040645808
cg11903096,0.086690114,0.004619781,0.063779645,0.037336957
cg11935147,-0.075449994,0.013738116,-0.071612567,0.019367275
cg11951446,0.0976891,0.001406012,0.116338719,0.000140722
cg11961618,0.133869561,1.16E-05,0.06219064,0.042347797
cg11973052,-0.100935267,0.00096662,-0.061810996,0.043625697
cg11976616,0.085725476,0.005118761,0.084719897,0.005666056
cg11980435,0.180199563,3.12E-09,0.079624225,0.009301109
cg11981599,-0.084951519,0.005513351,-0.071149075,0.020167762
cg11993300,-0.130853932,1.84E-05,-0.082722393,0.00691208
cg12005098,-0.083501365,0.006374718,-0.078416449,0.0104308
cg12005703,0.071009203,0.020414929,0.063944297,0.036847804
cg12020639,0.074549685,0.014910147,0.071305994,0.019893581
cg12024292,-0.06967207,0.022914028,-0.062375688,0.041736471
cg12032009,0.121929264,6.57E-05,0.074615187,0.014822
cg12032620,0.150543638,8.49E-07,0.114940304,0.00017669
cg12038710,0.096206404,0.001662472,0.097332881,0.001464064
cg12044689,0.077393108,0.011757064,0.063145959,0.039923722
cg12054080,0.081254081,0.007949788,0.097932744,0.001367534
cg12064626,0.072882545,0.019026035,0.116674371,0.000168628
cg12071073,0.062743057,0.040639353,0.079444286,0.009495832
cg12078929,-0.067574965,0.02736769,-0.071206266,0.020067455
cg12079362,0.177422703,5.56E-09,0.080246694,0.008794306
cg12082568,0.075767897,0.013651922,0.061301088,0.046108677
cg12086773,0.131225223,1.72E-05,0.070573555,0.021201739
cg12089169,0.109782747,0.000329383,0.061881641,0.04338547
cg12095167,0.106498351,0.000592229,0.083373229,0.007225575
cg12114524,0.073386081,0.016554707,0.067929976,0.026565035
cg12124516,0.128263615,2.67E-05,0.083660033,0.006274911
cg12133004,0.120564815,7.94E-05,0.08185258,0.007499476
cg12150066,-0.074568928,0.014884204,-0.069196759,0.023864222
cg12187567,-0.12705359,3.18E-05,-0.120638084,7.86E-05
cg12216205,0.110133767,0.000315081,0.075569163,0.013589235
cg12228229,0.082367163,0.007130711,0.100447066,0.001023365
cg12228611,0.068197948,0.025972693,0.088051707,0.004013806
cg12229387,0.140031806,4.45E-06,0.127387361,3.03E-05
cg12239750,-0.159722881,1.61E-07,-0.101018037,0.000962608
cg12243255,0.071331911,0.019906683,0.096056589,0.001699185
cg12251804,-0.062638958,0.040879598,-0.082423881,0.007091077
cg12256080,0.142870763,2.82E-06,0.111569979,0.000262395
cg12259537,-0.110121369,0.000315576,-0.128414809,2.61E-05
cg12263485,0.133541192,1.22E-05,0.131307745,1.70E-05
cg12265829,-0.071399427,0.019731875,-0.074211414,0.015372739
cg12266551,-0.091186624,0.002883152,-0.078296596,0.010549297
cg12268344,0.100486699,0.001018646,0.063744874,0.037440958
cg12269343,0.168487358,3.13E-08,0.069569857,0.023115546
cg12275348,-0.098946294,0.001217652,-0.071660857,0.019285491
cg12276904,0.064575615,0.03502247,0.062670167,0.040779015
cg12285118,0.084589924,0.005717704,0.069292905,0.023669309
cg12287813,0.139184029,5.09E-06,0.087318569,0.004330491
cg12304441,0.13337545,1.25E-05,0.071727201,0.019173621
cg12308275,0.094532542,0.002003215,0.074958,0.014368116
cg12332316,0.093308266,0.002291741,0.06437484,0.035594428
cg12341414,0.154091531,4.30E-07,0.092913109,0.002392686
cg12346515,-0.12322324,5.49E-05,-0.090693194,0.00303928
cg12354377,0.119993394,8.59E-05,0.119970053,8.62E-05
cg12361925,0.119523232,9.16E-05,0.096049922,0.001691909
cg12371177,0.139174222,5.09E-06,0.085714493,0.005103609
cg12373072,0.068399145,0.025535483,0.060759727,0.047335129
cg12374721,-0.079996224,0.008975831,-0.0684935,0.025332645
cg12378831,0.147811739,1.25E-06,0.084325285,0.00587156
cg12380764,0.093284293,0.002297752,0.096282885,0.001648257
cg12380854,0.065554982,0.032343553,0.080684946,0.008400282
cg12422968,-0.099132805,0.001191779,-0.063278119,0.038861046
cg12434587,-0.077283725,0.011599413,-0.061808095,0.043635584
cg12435611,0.175266398,8.40E-09,0.100221993,0.001050549
cg12439773,0.067802692,0.02685045,0.079245574,0.009642951
cg12441964,0.098210231,0.001324894,0.088627929,0.003779803
cg12454167,0.111087778,0.000279088,0.078367433,0.010479119
cg12467090,0.078327948,0.010518185,0.079260249,0.009629496
cg12477119,0.164865416,6.18E-08,0.133148858,1.29E-05
cg12497692,0.084923548,0.00552892,0.084682952,0.005664489
cg12503243,0.112918326,0.000251143,0.087768377,0.00448247
cg12529228,0.148921993,1.04E-06,0.107508974,0.000437758
cg12530270,0.079860389,0.009093411,0.073821949,0.015920922
cg12533335,0.084617929,0.005724397,0.060563509,0.048161238
cg12536534,0.070146859,0.021997818,0.089181918,0.003566573
cg12542281,0.107960741,0.000413881,0.098512549,0.001279835
cg12556991,0.092383796,0.002944734,0.118642327,0.000131333
cg12559031,0.127860553,2.83E-05,0.078823958,0.010036701
cg12563480,0.168257094,3.27E-08,0.110530712,0.000299607
cg12564962,0.110434349,0.000303297,0.108960778,0.000365282
cg12566415,0.108964739,0.000365101,0.083306561,0.006499207
cg12570787,0.127504149,3.00E-05,0.06316197,0.039313876
cg12572011,-0.116425853,0.000139098,-0.062268469,0.042089766
cg12572545,0.188863653,5.13E-10,0.089329884,0.003511501
cg12576700,0.132199091,1.50E-05,0.082187321,0.007285162
cg12578166,-0.079298355,0.009594639,-0.092888998,0.002398975
cg12588476,-0.092886511,0.002399625,-0.085463076,0.005235487
cg12601757,-0.063223551,0.039122151,-0.065050677,0.033783925
cg12622273,0.091356681,0.002831062,0.099746404,0.001110199
cg12624523,0.099715602,0.001114168,0.118068348,0.000111595
cg12646585,0.075273482,0.014006289,0.066287799,0.030533684
cg12661964,0.1059362,0.000531267,0.096678263,0.001576534
cg12662162,0.140643569,4.04E-06,0.073353231,0.016603357
cg12663253,0.13443428,1.06E-05,0.127733616,2.88E-05
cg12680071,0.110276145,0.000309447,0.078764473,0.01009339
cg12683641,0.086236119,0.004839516,0.096477616,0.001612566
cg12691366,-0.129534663,2.21E-05,-0.075232105,0.014014054
cg12694870,0.109352437,0.000347744,0.106177119,0.000515829
cg12717594,-0.075671772,0.013462185,-0.111598404,0.000261441
cg12718440,0.095943247,0.00172088,0.066041904,0.031157465
cg12723191,0.083746333,0.006221216,0.077460747,0.011409458
cg12737801,0.161075701,1.24E-07,0.09691047,0.00153576
cg12741420,-0.075478386,0.013702516,-0.073087926,0.017000891
cg12743398,0.084764271,0.005754716,0.062076326,0.043318799
cg12745769,0.13051932,1.91E-05,0.072666458,0.017649577
cg12753858,0.091768015,0.002708595,0.072663239,0.017654613
cg12759554,0.084377033,0.005841185,0.069301947,0.023651049
cg12784172,0.109404976,0.000347683,0.071615366,0.019419582
cg12790134,0.146522196,1.55E-06,0.066224904,0.030613762
cg12792157,-0.094123268,0.002095739,-0.105876588,0.000535153
cg12796229,-0.093419901,0.002263937,-0.065281854,0.03307242
cg12809314,0.115222451,0.000163167,0.098853379,0.001230733
cg12813797,0.081486592,0.007772051,0.068864239,0.02454908
cg12835684,0.126942373,3.26E-05,0.100215467,0.001057098
cg12840719,-0.101966808,0.000875684,-0.079322229,0.009709375
cg12844497,0.127170103,3.13E-05,0.063815395,0.037230283
cg12845249,-0.117413467,0.000121882,-0.062711721,0.040645416
cg12855988,0.075846974,0.013247671,0.061670947,0.044105249
cg12858514,0.081133596,0.008043313,0.098075854,0.001345388
cg12867448,0.094712062,0.001973487,0.064743679,0.034634794
cg12873941,0.092475186,0.002509293,0.071313369,0.019880775
cg12874092,-0.078276212,0.010569569,-0.069065967,0.024131602
cg12878228,0.074645246,0.014781704,0.080311167,0.008708413
cg12888113,0.093554071,0.002230929,0.064875234,0.034183512
cg12932195,0.071478365,0.01959615,0.096828428,0.001550054
cg12952136,0.066141167,0.030825544,0.084892037,0.005546508
cg12958836,-0.067956115,0.026506746,-0.080977378,0.008166039
cg12960248,0.171587104,1.72E-08,0.088256026,0.00392937
cg12962021,0.138847543,5.42E-06,0.068212805,0.026010248
cg12971694,0.107771258,0.000423744,0.11628713,0.000141692
cg12979743,0.116292648,0.000141588,0.084046866,0.00603744
cg12997958,0.097448516,0.001444982,0.077289984,0.011592649
cg13002506,0.076399385,0.012716459,0.061971343,0.043377321
cg13014406,0.086004743,0.004975478,0.143979947,2.38E-06
cg13017345,0.070955109,0.020511222,0.081324448,0.007895618
cg13022174,0.175632619,7.81E-09,0.120890277,7.59E-05
cg13033054,0.096556429,0.001598323,0.108447888,0.0003895
cg13045611,0.104715174,0.000616337,0.089583546,0.003418884
cg13074965,0.140741775,3.97E-06,0.120928445,7.55E-05
cg13083810,0.145083073,1.97E-06,0.095646435,0.001770033
cg13084909,-0.079438766,0.009467166,-0.079995279,0.008976643
cg13097816,0.12150841,6.97E-05,0.109788641,0.000329138
cg13118748,-0.070648009,0.021065429,-0.069066044,0.024131443
cg13118849,0.088841946,0.003696093,0.086575279,0.004674492
cg13120814,0.094309486,0.002053166,0.082666459,0.006923784
cg13128531,0.075050856,0.014292986,0.083713621,0.006265948
cg13135121,0.102430335,0.000810441,0.089798692,0.003342077
cg13156411,0.077115412,0.011782616,0.096773927,0.001559617
cg13180098,0.065502483,0.032482574,0.074078182,0.01555837
cg13183539,0.067319819,0.027957387,0.069282287,0.023690765
cg13216057,-0.066623777,0.029622002,-0.082163334,0.007274791
cg13218435,0.141370162,3.59E-06,0.062028384,0.042890038
cg13221588,0.095699322,0.001768435,0.111869961,0.000254188
cg13226591,0.091043701,0.002927605,0.085204509,0.005374314
cg13228642,0.175869603,7.45E-09,0.116109686,0.000145076
cg13240639,-0.103286933,0.000731845,-0.075387165,0.013817188
cg13245912,-0.171845183,1.64E-08,-0.088479114,0.003839021
cg13246592,0.080182135,0.008817102,0.065504241,0.032477911
cg13247990,0.138573469,5.60E-06,0.09191503,0.00266601
cg13249256,0.083235961,0.00654486,0.078046447,0.010800474
cg13250711,0.110119601,0.000315646,0.064655892,0.034795984
cg13263114,0.084229993,0.006142484,0.105754733,0.000573511
cg13265003,0.098261956,0.001324025,0.094746569,0.001965967
cg13282594,0.092304804,0.002568033,0.108319409,0.000398304
cg13286902,0.134244436,1.09E-05,0.110712736,0.000292752
cg13293721,0.129031507,2.38E-05,0.139746282,4.65E-06
cg13296563,0.11150577,0.000264563,0.107573791,0.000434255
cg13302154,0.097400603,0.001460393,0.072259186,0.018351681
cg13306784,0.121691731,6.80E-05,0.085094645,0.005434299
cg13310671,-0.08212013,0.007305664,-0.073745939,0.016029889
cg13316424,0.100486352,0.001018687,0.102970215,0.000760042
cg13319664,0.065390928,0.032779679,0.068416418,0.025498246
cg13326338,0.086858962,0.004540388,0.08923297,0.003547484
cg13328485,0.081873064,0.008007523,0.128519158,3.01E-05
cg13342120,0.129836211,2.12E-05,0.073975713,0.015702477
cg13343486,-0.069485044,0.023283922,-0.062614831,0.040957502
cg13349425,0.073754249,0.016017944,0.075350342,0.013863716
cg13351698,0.146981953,1.44E-06,0.102256373,0.000827329
cg13379236,0.084711925,0.005648006,0.082439305,0.007080333
cg13412615,0.065175927,0.033358852,0.074974438,0.014346664
cg13424229,0.07759505,0.011267188,0.072916202,0.017262627
cg13438673,-0.075772454,0.01333854,-0.070076574,0.022131409
cg13438834,-0.077741292,0.011114062,-0.096782016,0.001558194
cg13445358,0.193347617,1.95E-10,0.097418053,0.001449987
cg13446622,0.14290711,2.81E-06,0.120356216,8.17E-05
cg13451483,0.106168946,0.000525853,0.082229233,0.007310366
cg13454184,0.076795973,0.012137372,0.130138316,2.02E-05
cg13473336,0.066692884,0.029453011,0.065383349,0.032799948
cg13488557,0.113018264,0.000217707,0.07211989,0.018523
cg13507893,0.096405501,0.001625699,0.106112767,0.000519912
cg13515674,0.146926566,1.45E-06,0.111553009,0.000262967
cg13516796,0.154950675,3.70E-07,0.08340379,0.006436803
cg13560548,0.098659155,0.001258497,0.097363037,0.001459066
cg13562911,-0.084296217,0.005888685,-0.070818772,0.020755675
cg13563405,0.08117611,0.008039829,0.105011093,0.000598183
cg13591701,-0.077025542,0.011881482,-0.093351697,0.002280887
cg13594711,0.102282315,0.00082479,0.106845092,0.000475183
cg13601079,0.067481653,0.027582099,0.067792517,0.026873378
cg13603099,0.133101917,1.30E-05,0.119899498,8.70E-05
cg13605579,0.145411591,1.87E-06,0.088441374,0.003854171
cg13617782,0.089646903,0.003396101,0.077968662,0.010879654
cg13618372,0.061726865,0.043913245,0.060385331,0.048718614
cg13625205,-0.087156899,0.004403301,-0.061699741,0.044006291
cg13631913,0.133615326,1.20E-05,0.069400898,0.023452024
cg13633026,0.078432514,0.010415007,0.098659965,0.00125838
cg13645811,0.119183693,9.67E-05,0.075586879,0.013611291
cg13652653,0.075406372,0.013837581,0.079315682,0.009612786
cg13654195,0.134429078,1.08E-05,0.149548456,9.59E-07
cg13665184,-0.096122216,0.00167825,-0.096265243,0.001651526
cg13669465,0.156280556,2.93E-07,0.105444786,0.000564098
cg13674559,0.118512373,0.000105092,0.10902362,0.000362414
cg13679077,0.109582169,0.000337826,0.070036418,0.02220805
cg13681935,0.075549122,0.013614173,0.087452428,0.004271034
cg13683864,0.105090917,0.00083782,0.09408279,0.002803719
cg13689073,0.080559268,0.008502782,0.068369947,0.025598534
cg13694749,0.093275486,0.002299964,0.077227113,0.011660749
cg13714039,-0.07031642,0.021678413,-0.06202096,0.042914987
cg13718960,0.110991041,0.000284429,0.091033033,0.002944342
cg13721560,0.116535392,0.000137081,0.060102422,0.049786385
cg13724288,0.146056659,1.68E-06,0.080268395,0.008744308
cg13749822,-0.06659866,0.02968363,-0.06181817,0.043601249
cg13752005,-0.087219141,0.00437514,-0.082743798,0.006871197
cg13760253,0.128823841,2.46E-05,0.110790867,0.000289855
cg13766096,0.120932071,7.55E-05,0.09956633,0.001133589
cg13777411,0.149043573,1.02E-06,0.114568913,0.000177827
cg13782957,0.121042685,7.43E-05,0.086305013,0.004805574
cg13789523,-0.10036708,0.00103295,-0.075330539,0.013888797
cg13791713,0.064794973,0.034491371,0.076923611,0.012034723
cg13793354,0.198853955,5.74E-11,0.082579604,0.006983272
cg13799206,-0.075401543,0.013799058,-0.06607202,0.031001373
cg13801416,-0.072600209,0.017753487,-0.071331235,0.019849783
cg13814950,-0.06808776,0.026214864,-0.085662374,0.005130698
cg13815872,0.080487646,0.008561694,0.079876552,0.009079348
cg13824734,-0.082964989,0.006722768,-0.061754078,0.04382006
cg13836627,0.105921727,0.000532208,0.069097048,0.024067827
cg13851211,0.131189179,1.73E-05,0.084764122,0.005618421
cg13875807,0.07404594,0.015603588,0.066663336,0.029525165
cg13887370,-0.08670277,0.004613787,-0.060979731,0.046537656
cg13897627,0.081648436,0.00765044,0.069722918,0.022814348
cg13903548,0.099380175,0.001158247,0.073656972,0.016158261
cg13908518,0.097090526,0.001512569,0.08286845,0.006813264
cg13915726,0.069211771,0.024232939,0.062385949,0.042283291
cg13918581,0.074386974,0.015131106,0.06821307,0.025939609
cg13919215,0.122357432,6.24E-05,0.071822484,0.019070268
cg13920529,0.088279582,0.00393666,0.094026173,0.002128537
cg13926569,0.070401228,0.021520177,0.068064459,0.026266324
cg13928961,0.084411933,0.005820779,0.096875948,0.00154176
cg13929328,-0.076837996,0.01209017,-0.068388752,0.025557911
cg13945069,-0.173458305,1.20E-08,-0.125038961,4.24E-05
cg13951948,-0.083940769,0.006101753,-0.071416569,0.019702331
cg13952892,0.092510978,0.002499571,0.076737878,0.012202897
cg13958426,-0.089585627,0.003418134,-0.070599331,0.021154462
cg13975369,-0.069189767,0.02387845,-0.071224621,0.020035354
cg13980473,0.098046204,0.001364159,0.065452227,0.032780061
cg14008883,-0.10633947,0.000505663,-0.097613007,0.001418231
cg14009312,0.15548675,3.37E-07,0.113540912,0.000203412
cg14013300,0.178699888,4.23E-09,0.104105974,0.000663362
cg14018807,-0.121085747,7.39E-05,-0.067774849,0.026913234
cg14021073,-0.071180745,0.020112162,-0.104121943,0.000662088
cg14023451,0.112014914,0.000247826,0.101012541,0.00095791
cg14034870,0.061806645,0.043640527,0.06874595,0.024796777
cg14037413,0.208369239,6.39E-12,0.141239118,3.67E-06
cg14039952,0.101998395,0.000857797,0.060444189,0.048604708
cg14047008,0.083411404,0.006456944,0.07043704,0.021515025
cg14060836,-0.142673207,2.92E-06,-0.090844837,0.002990497
cg14085328,0.131901224,1.57E-05,0.079597323,0.00935831
cg14086033,0.138866691,5.35E-06,0.105023622,0.000593727
cg14094063,-0.119526506,9.16E-05,-0.093362005,0.002278318
cg14105047,0.122446779,6.12E-05,0.096937665,0.001531048
cg14106263,0.074738048,0.014657902,0.068185987,0.025998886
cg14117297,0.069438058,0.023377658,0.083416716,0.006428548
cg14125250,0.154054417,4.32E-07,0.105124347,0.000586512
cg14153740,0.079896046,0.009062413,0.06322181,0.039035415
cg14155397,0.15240216,5.75E-07,0.076979359,0.011932573
cg14175438,0.102400572,0.00081794,0.071200736,0.020135683
cg14175580,0.125600609,3.92E-05,0.060281931,0.049106627
cg14175593,0.11743161,0.000121586,0.100593762,0.001005999
cg14181459,0.139570405,4.79E-06,0.06280865,0.040335223
cg14189614,0.149447864,9.52E-07,0.12846182,2.59E-05
cg14191109,0.110071734,0.000317565,0.07851447,0.01033477
cg14196790,0.122859292,5.77E-05,0.107967466,0.000413535
cg14201417,-0.082523945,0.007021634,-0.072401273,0.01806874
cg14221171,-0.071182977,0.020166861,-0.077220556,0.01170727
cg14221831,0.080929026,0.008204362,0.083477124,0.006390092
